egrehastalarnsnflandrlmas,	 egrehastalarnsnflandrlmascp51,	 delete,	 67_text_egrehastalarnsnflandrlmas,	 -
edaonindiancuisine,	 edaonindiancuisinecp51,	 delete,	 9_png_edaonindiancuisine,	 -
edanetflix,	 edanetflixcp51,	 delete,	 3_data_edanetflix,	 -
tionedawithvisualizations,	 tionedawithvisualizationscp51, add,	 cell_9863,	 30_x_ificationedaplotlyseaborn
indiafbprophetforecasting,	 indiafbprophetforecastingcp51, add,	 cell_7973,	 37_png_tavisualizationwithpython
sisandvisualizationfifa19,	 sisandvisualizationfifa19cp51, add,	 83_png_sisandvisualizationfifa19,	 cell_8693
rningedawithbiomechanical,	 rningedawithbiomechanicalcp51, add,	 17_A_rningedawithbiomechanical,	 5_wines_winedatasetdatacleaning
covid19tweetsedaviz,	 covid19tweetsedavizcp51,	 delete,	 13_png_covid19tweetsedaviz,	 -
ssalesdataedaandwordcloud,	 ssalesdataedaandwordcloudcp51, add,	 16_text_ssalesdataedaandwordcloud,	 cell_9251
doyouknowaboutfootballers,	 doyouknowaboutfootballerscp51, add,	 68_text_doyouknowaboutfootballers,	 46_df_mapping_level12simpleedaonlevel34
viesanalysisvisualization,	 viesanalysisvisualizationcp51,	 delete,	 cell_9044,	 -
salesendtoendconstruction,	 salesendtoendconstructioncp51, add,	 cell_8594,	 cell_8652
winerecommender,	 winerecommendercp51, add,	 cell_7668,	 cell_9082
dnetflixandchillgetfamous,	 dnetflixandchillgetfamouscp51, add,	 cell_9228,	 2_plant2_generation_indiafbprophetforecasting
ystemusingweightedaverage,	 ystemusingweightedaveragecp51,	 delete,	 24_DataFrame_ystemusingweightedaverage,	 -
andasmatplotlibandseaborn,	 andasmatplotlibandseaborncp51, add,	 32_png_andasmatplotlibandseaborn,	 31_text_ificationwithrandomforest
decisiontreeclassifier,	 decisiontreeclassifiercp51,	 delete,	 cell_9940,	 -
shierarchicalonindianfood,	 shierarchicalonindianfoodcp51,	 delete,	 cell_7066,	 -
nanalysisandvisualization,	 nanalysisandvisualizationcp51, add,	 38_png_nanalysisandvisualization,	 58_text_chooseheartovermind
indianfoodexploration,	 indianfoodexplorationcp51, add,	 20_text_indianfoodexploration,	 cell_7384
eringvslogisticregression,	 eringvslogisticregressioncp51,	 delete,	 cell_9824,	 -
scienceandmachinelearning,	 scienceandmachinelearningcp51, add,	 cell_10155,	 135_DataFrame_iencetutorialforbeginners
lysisandvisualizationwine,	 lysisandvisualizationwinecp51, add,	 12_text_lysisandvisualizationwine,	 25_text_lysiswithlinearregression
ithmsandfeatureimportance,	 ithmsandfeatureimportancecp52, add,	 cell_9919,	 cell_9095
ificationwithrandomforest,	 ificationwithrandomforestcp52,	 delete,	 cell_9876,	 -
hedaandlogisticregression,	 hedaandlogisticregressioncp52,	 delete,	 37_text_hedaandlogisticregression,	 -
salesprediction,	 salespredictioncp52,	 delete,	 12_text_salesprediction,	 -
acomparisonoffewmlmodels,	 acomparisonoffewmlmodelscp52,	 delete,	 2_DataFrame_acomparisonoffewmlmodels,	 -
videogamesedaseaborn,	 videogamesedaseaborncp52, add,	 cell_8563,	 9_text_edaonindiancuisine
ndiancuisineedawithplotly,	 ndiancuisineedawithplotlycp52, add,	 cell_7150,	 4_png_ngtobasicregressionmodels
recipesanalysis,	 recipesanalysiscp52, add,	 21_text_recipesanalysis,	 cell_7690
9tweetsentimentalanalysis,	 9tweetsentimentalanalysiscp52, add,	 cell_8961,	 cell_9526
iveedavizlinearregression,	 iveedavizlinearregressioncp52, add,	 68_text_iveedavizlinearregression,	 25_text_tavisualizationwithpython
olarpowermachinelearningi,	 olarpowermachinelearningicp52,	 delete,	 cell_8048,	 -
fifa19analysis,	 fifa19analysiscp52,	 delete,	 cell_9527,	 -
netflixdataanalysis,	 netflixdataanalysiscp52,	 delete,	 cell_9278,	 -
gsalesregressionr2score95,	 gsalesregressionr2score95cp52,	 delete,	 41_text_gsalesregressionr2score95,	 -
solarpowergenerationeda,	 solarpowergenerationedacp52,	 delete,	 cell_8212,	 -
ningkmeansandhierarchical,	 ningkmeansandhierarchicalcp52, add,	 24_dt_ningkmeansandhierarchical,	 cell_8070
toseeingredientsimilarity,	 toseeingredientsimilaritycp52,	 delete,	 14_text_toseeingredientsimilarity,	 -
eofmlclassificationmodels,	 eofmlclassificationmodelscp52, add,	 cell_8970,	 cell_8361
ndationenginewithnetworkx,	 ndationenginewithnetworkxcp52, add,	 15_png_ndationenginewithnetworkx,	 cell_8083
lysiswithlinearregression,	 lysiswithlinearregressioncp52, add,	 cell_9385,	 49_png_iewsdatasetinsightsofdata
sicsedamlforverybeginners,	 sicsedamlforverybeginnerscp52,	 delete,	 7_png_sicsedamlforverybeginners,	 -
izationplotlyplotstreemap,	 izationplotlyplotstreemapcp52, add,	 22_text_izationplotlyplotstreemap,	 cell_7127
usinggaussiandistribution,	 usinggaussiandistributioncp52,	 delete,	 27_train_strip_v1_usinggaussiandistribution,	 -
classification929accuracy,	 classification929accuracycp52,	 delete,	 cell_10356,	 -
amesdatasetedausingpython,	 amesdatasetedausingpythoncp52, add,	 51_top_players_amesdatasetedausingpython,	 112_png_sanalysisandvisualization
indianfood101,	 indianfood101cp52, add,	 15_png_indianfood101,	 cell_8910
level12simpleedaonlevel34,	 level12simpleedaonlevel34cp52, add,	 5_train_level12simpleedaonlevel34,	 cell_8926
fifa19visualization,	 fifa19visualizationcp52,	 delete,	 35_png_fifa19visualization,	 -
businessanalysisreport3,	 businessanalysisreport3cp52,	 delete,	 55_png_businessanalysisreport3,	 -
chesswinnerprediction,	 chesswinnerpredictioncp52, add,	 cell_8855,	 32_df2_ameswannadobusinesswithit
edictionusingmlalgorithms,	 edictionusingmlalgorithmscp52, add,	 cell_8816,	 33_text_unitsoldpredictmodel
solarpowerplantanalysis,	 solarpowerplantanalysiscp52, add,	 42_png_solarpowerplantanalysis,	 cell_9033
dpredictionwithtensorflow,	 dpredictionwithtensorflowcp52,	 delete,	 cell_7220,	 -
thefutureofpowerissolar,	 thefutureofpowerissolarcp52, add,	 cell_8181,	 75_df_WestBengal_East_toseeingredientsimilarity
covid19tweetanalysis,	 covid19tweetanalysiscp52,	 delete,	 cell_8946,	 -
tavisualizationwithpython,	 tavisualizationwithpythoncp52,	 delete,	 17_png_tavisualizationwithpython,	 -
iencetutorialforbeginners,	 iencetutorialforbeginnerscp52,	 delete,	 cell_9585,	 -
atasetexploratoryanalysis,	 atasetexploratoryanalysiscp52,	 delete,	 8_text_atasetexploratoryanalysis,	 -
isvisualizationwithpython,	 isvisualizationwithpythoncp52, add,	 163_text_isvisualizationwithpython,	 18_df_nerationpredictionxgboost
lixedaconsumptionanalysis,	 lixedaconsumptionanalysiscp52,	 delete,	 cell_9216,	 -
criptionswithnlpandkmeans,	 criptionswithnlpandkmeanscp52,	 delete,	 cell_7548,	 -
nsivetutorialdatacleaning,	 nsivetutorialdatacleaningcp52,	 delete,	 cell_7627,	 -
ics1descriptivestatistics,	 ics1descriptivestatisticscp52, add,	 cell_9082,	 56_plant_2_dc_ac_rank_isforsolarpowergeneration
borsknnclassification7525,	 borsknnclassification7525cp52, add,	 cell_10083,	 cell_9500
variateplottingwithpandas,	 variateplottingwithpandascp52,	 delete,	 30_DataFrame_variateplottingwithpandas,	 -
isforsolarpowergeneration,	 isforsolarpowergenerationcp52,	 delete,	 32_png_isforsolarpowergeneration,	 -
iewsdatasetinsightsofdata,	 iewsdatasetinsightsofdatacp52, add,	 cell_7492,	 cell_10066
heartdisease,	 heartdiseasecp52,	 delete,	 18_text_heartdisease,	 -
nerationpredictionxgboost,	 nerationpredictionxgboostcp52, add,	 29_png_nerationpredictionxgboost,	 12_test_eofmlclassificationmodels
analysisvizrecommendation,	 analysisvizrecommendationcp52,	 delete,	 cell_9343,	 -
deogamesalesedawithplotly,	 deogamesalesedawithplotlycp52,	 delete,	 cell_8748,	 -
exploratorydataanalysis,	 exploratorydataanalysiscp52,	 delete,	 cell_8924,	 -
ddatasetsvmclassification,	 ddatasetsvmclassificationcp52,	 delete,	 cell_8343,	 -
videogamesanalysis,	 videogamesanalysiscp52, add,	 8_platGenre_videogamesanalysis,	 cell_9237
dfrauddetection95accuracy,	 dfrauddetection95accuracycp52,	 delete,	 cell_8325,	 -
analysingindianrecipes,	 analysingindianrecipescp52, add,	 24_df_up_dishes_analysingindianrecipes,	 cell_9119
predictingthesales,	 predictingthesalescp52,	 delete,	 20_text_predictingthesales,	 -
rclothesdatavisualization,	 rclothesdatavisualizationcp52,	 delete,	 cell_7473,	 -
businessanalysisreport5,	 businessanalysisreport5cp52, add,	 13_text_businessanalysisreport5,	 cell_8174
hingtobeginwithafirsthint,	 hingtobeginwithafirsthintcp52,	 delete,	 20_text_hingtobeginwithafirsthint,	 -
merclothesinecommercewish,	 merclothesinecommercewishcp52, add,	 cell_7418,	 23_text_gsalesregressionr2score95
ricepredictionwith95score,	 ricepredictionwith95scorecp52, add,	 28_text_ricepredictionwith95score,	 cell_9905
dsusingtheilsuforsurvival,	 dsusingtheilsuforsurvivalcp52, add,	 cell_9839,	 cell_10188
hyyoushouldnotuseroccurve,	 hyyoushouldnotuseroccurvecp52,	 delete,	 14_df_hyyoushouldnotuseroccurve,	 -
19pandasprofilingbeginner,	 19pandasprofilingbeginnercp52,	 delete,	 cell_9514,	 -
winedatasetdatacleaning,	 winedatasetdatacleaningcp52, add,	 5_wines_winedatasetdatacleaning,	 cell_8962
ificationsmachinelearning,	 ificationsmachinelearningcp52,	 delete,	 cell_7813,	 -
tplotlibvisualizationtips,	 tplotlibvisualizationtipscp52,	 delete,	 cell_9303,	 -
ameswannadobusinesswithit,	 ameswannadobusinesswithitcp52,	 delete,	 21_text_ameswannadobusinesswithit,	 -
sanalysisandvisualization,	 sanalysisandvisualizationcp52, add,	 cell_8498,	 cell_8186
netflixandeda,	 netflixandedacp52, add,	 4_dataset_netflixandeda,	 107_png_iencetutorialforbeginners
mobilepriceprediction,	 mobilepricepredictioncp52,	 delete,	 cell_10294,	 -
andrecommendationusingknn,	 andrecommendationusingknncp52, add,	 cell_7701,	 cell_9710
nmethodsonmushroomdataset,	 nmethodsonmushroomdatasetcp52,	 delete,	 cell_9971,	 -
lephonepricingpredictions,	 lephonepricingpredictionscp52, add,	 33_text_lephonepricingpredictions,	 cell_9264
solarpowergenerationdata,	 solarpowergenerationdatacp52,	 delete,	 2_text_solarpowergenerationdata,	 -
chooseheartovermind,	 chooseheartovermindcp52,	 delete,	 cell_7757,	 -
ogisticregressionfeatures,	 ogisticregressionfeaturescp52,	 delete,	 cell_9921,	 -
ngtobasicregressionmodels,	 ngtobasicregressionmodelscp52, add,	 6_png_ngtobasicregressionmodels,	 cell_8841
eogamesindustrymadesimple,	 eogamesindustrymadesimplecp52, add,	 14_text_eogamesindustrymadesimple,	 12_text_ificationedaplotlyseaborn
lerexoplanetsearchresults,	 lerexoplanetsearchresultscp52, add,	 cell_7260,	 cell_9246
classification9975acrfpca,	 classification9975acrfpcacp52,	 delete,	 cell_10014,	 -
mobilepriceclassification,	 mobilepriceclassificationcp52, add,	 cell_10280,	 9_text_rningedawithbiomechanical
mushroomclassification,	 mushroomclassificationcp52,	 delete,	 cell_9947,	 -
winesnsandpltanalysis,	 winesnsandpltanalysiscp52,	 delete,	 10_text_winesnsandpltanalysis,	 -
ificationedaplotlyseaborn,	 ificationedaplotlyseaborncp52, add,	 7_text_ificationedaplotlyseaborn,	 cell_8522
unitsoldpredictmodel,	 unitsoldpredictmodelcp52, add,	 cell_7301,	 cell_8632
geiiisimpleedaandcracking,	 geiiisimpleedaandcrackingcp52,	 delete,	 cell_7906,	 -
egrehastalarnsnflandrlmas,	 egrehastalarnsnflandrlmascp52,	 delete,	 28_png_egrehastalarnsnflandrlmas,	 -
edaonindiancuisine,	 edaonindiancuisinecp52, add,	 cell_7044,	 54_DataFrame_doyouknowaboutfootballers
edanetflix,	 edanetflixcp52, add,	 4_DataFrame_edanetflix,	 55_text_eringvslogisticregression
tionedawithvisualizations,	 tionedawithvisualizationscp52,	 delete,	 32_text_tionedawithvisualizations,	 -
indiafbprophetforecasting,	 indiafbprophetforecastingcp52,	 delete,	 cell_7984,	 -
sisandvisualizationfifa19,	 sisandvisualizationfifa19cp52,	 delete,	 90_df_country_rating_sisandvisualizationfifa19,	 -
rningedawithbiomechanical,	 rningedawithbiomechanicalcp52, add,	 cell_10069,	 4_DataFrame_recipesanalysis
covid19tweetsedaviz,	 covid19tweetsedavizcp52,	 delete,	 cell_8996,	 -
ssalesdataedaandwordcloud,	 ssalesdataedaandwordcloudcp52,	 delete,	 1_text_ssalesdataedaandwordcloud,	 -
doyouknowaboutfootballers,	 doyouknowaboutfootballerscp52,	 delete,	 118_text_doyouknowaboutfootballers,	 -
viesanalysisvisualization,	 viesanalysisvisualizationcp52,	 delete,	 cell_9068,	 -
salesendtoendconstruction,	 salesendtoendconstructioncp52,	 delete,	 cell_8591,	 -
winerecommender,	 winerecommendercp52,	 delete,	 32_cnt_winerecommender,	 -
dnetflixandchillgetfamous,	 dnetflixandchillgetfamouscp52,	 delete,	 cell_9223,	 -
ystemusingweightedaverage,	 ystemusingweightedaveragecp52,	 delete,	 cell_7738,	 -
andasmatplotlibandseaborn,	 andasmatplotlibandseaborncp52,	 delete,	 cell_7608,	 -
decisiontreeclassifier,	 decisiontreeclassifiercp52,	 delete,	 1_text_decisiontreeclassifier,	 -
shierarchicalonindianfood,	 shierarchicalonindianfoodcp52, add,	 28_png_shierarchicalonindianfood,	 7_train_covid19tweetanalysis
nanalysisandvisualization,	 nanalysisandvisualizationcp52,	 delete,	 31_png_nanalysisandvisualization,	 -
indianfoodexploration,	 indianfoodexplorationcp52, add,	 17_text_indianfoodexploration,	 52_png_chooseheartovermind
eringvslogisticregression,	 eringvslogisticregressioncp52,	 delete,	 16_X_eringvslogisticregression,	 -
scienceandmachinelearning,	 scienceandmachinelearningcp52, add,	 cell_10165,	 15_submission_geiiisimpleedaandcracking
lysisandvisualizationwine,	 lysisandvisualizationwinecp52,	 delete,	 6_df_lysisandvisualizationwine,	 -
ithmsandfeatureimportance,	 ithmsandfeatureimportancecp53, add,	 cell_9917,	 68_text_iencetutorialforbeginners
ificationwithrandomforest,	 ificationwithrandomforestcp53, add,	 6_text_ificationwithrandomforest,	 74_text_isvisualizationwithpython
hedaandlogisticregression,	 hedaandlogisticregressioncp53,	 delete,	 33_X_train_hedaandlogisticregression,	 -
salesprediction,	 salespredictioncp53, add,	 33_text_salesprediction,	 8_DataFrame_covid19tweetanalysis
acomparisonoffewmlmodels,	 acomparisonoffewmlmodelscp53, add,	 2_DataFrame_acomparisonoffewmlmodels,	 cell_8457
videogamesedaseaborn,	 videogamesedaseaborncp53, add,	 cell_8572,	 cell_10214
ndiancuisineedawithplotly,	 ndiancuisineedawithplotlycp53, add,	 15_data_ndiancuisineedawithplotly,	 24_text_deogamesalesedawithplotly
recipesanalysis,	 recipesanalysiscp53, add,	 13_diettype_recipesanalysis,	 cell_8915
9tweetsentimentalanalysis,	 9tweetsentimentalanalysiscp53, add,	 cell_8966,	 cell_8434
iveedavizlinearregression,	 iveedavizlinearregressioncp53,	 delete,	 85_X_train_iveedavizlinearregression,	 -
olarpowermachinelearningi,	 olarpowermachinelearningicp53, add,	 cell_8103,	 57_text_unitsoldpredictmodel
fifa19analysis,	 fifa19analysiscp53,	 delete,	 cell_9554,	 -
netflixdataanalysis,	 netflixdataanalysiscp53, add,	 44_png_netflixdataanalysis,	 91_DataFrame_doyouknowaboutfootballers
gsalesregressionr2score95,	 gsalesregressionr2score95cp53, add,	 54_text_gsalesregressionr2score95,	 cell_8744
solarpowergenerationeda,	 solarpowergenerationedacp53, add,	 42_DataFrame_solarpowergenerationeda,	 cell_9560
ningkmeansandhierarchical,	 ningkmeansandhierarchicalcp53, add,	 cell_10036,	 43_text_iveedavizlinearregression
toseeingredientsimilarity,	 toseeingredientsimilaritycp53, add,	 53_DataFrame_toseeingredientsimilarity,	 cell_7737
eofmlclassificationmodels,	 eofmlclassificationmodelscp53,	 delete,	 cell_8985,	 -
ndationenginewithnetworkx,	 ndationenginewithnetworkxcp53, add,	 12_text_ndationenginewithnetworkx,	 cell_7714
lysiswithlinearregression,	 lysiswithlinearregressioncp53, add,	 29_text_lysiswithlinearregression,	 9_data_lerexoplanetsearchresults
sicsedamlforverybeginners,	 sicsedamlforverybeginnerscp53, add,	 21_text_sicsedamlforverybeginners,	 2_text_ssalesdataedaandwordcloud
izationplotlyplotstreemap,	 izationplotlyplotstreemapcp53, add,	 cell_9174,	 12_text_ndationenginewithnetworkx
usinggaussiandistribution,	 usinggaussiandistributioncp53, add,	 cell_8394,	 32_text_solarpowerplantanalysis
classification929accuracy,	 classification929accuracycp53,	 delete,	 cell_10361,	 -
amesdatasetedausingpython,	 amesdatasetedausingpythoncp53,	 delete,	 cell_8864,	 -
indianfood101,	 indianfood101cp53, add,	 15_text_indianfood101,	 4_png_indianfood101
level12simpleedaonlevel34,	 level12simpleedaonlevel34cp53,	 delete,	 cell_7963,	 -
fifa19visualization,	 fifa19visualizationcp53, add,	 cell_9418,	 cell_7596
businessanalysisreport3,	 businessanalysisreport3cp53, add,	 cell_8697,	 cell_8977
chesswinnerprediction,	 chesswinnerpredictioncp53,	 delete,	 cell_8835,	 -
edictionusingmlalgorithms,	 edictionusingmlalgorithmscp53, add,	 cell_8824,	 11_DataFrame_geiiisimpleedaandcracking
solarpowerplantanalysis,	 solarpowerplantanalysiscp53, add,	 13_df_gen_solarpowerplantanalysis,	 cell_7483
dpredictionwithtensorflow,	 dpredictionwithtensorflowcp53, add,	 cell_7225,	 43_top_5_countries_cnt_iewsdatasetinsightsofdata
thefutureofpowerissolar,	 thefutureofpowerissolarcp53,	 delete,	 5_df1_thefutureofpowerissolar,	 -
covid19tweetanalysis,	 covid19tweetanalysiscp53,	 delete,	 cell_8935,	 -
tavisualizationwithpython,	 tavisualizationwithpythoncp53,	 delete,	 19_png_tavisualizationwithpython,	 -
iencetutorialforbeginners,	 iencetutorialforbeginnerscp53,	 delete,	 71_png_iencetutorialforbeginners,	 -
atasetexploratoryanalysis,	 atasetexploratoryanalysiscp53, add,	 cell_7245,	 38_png_nanalysisandvisualization
isvisualizationwithpython,	 isvisualizationwithpythoncp53, add,	 cell_7866,	 10_plant_df_nerationpredictionxgboost
lixedaconsumptionanalysis,	 lixedaconsumptionanalysiscp53, add,	 18_text_lixedaconsumptionanalysis,	 44_text_predictingthesales
criptionswithnlpandkmeans,	 criptionswithnlpandkmeanscp53,	 delete,	 cell_7548,	 -
nsivetutorialdatacleaning,	 nsivetutorialdatacleaningcp53, add,	 23_only_twitter_nsivetutorialdatacleaning,	 7_png_edanetflix
ics1descriptivestatistics,	 ics1descriptivestatisticscp53, add,	 cell_9087,	 15_x_chesswinnerprediction
borsknnclassification7525,	 borsknnclassification7525cp53, add,	 20_text_borsknnclassification7525,	 54_text_iveedavizlinearregression
variateplottingwithpandas,	 variateplottingwithpandascp53, add,	 33_text_variateplottingwithpandas,	 11_genre_ameswannadobusinesswithit
isforsolarpowergeneration,	 isforsolarpowergenerationcp53, add,	 cell_8267,	 36_total_count_black_winner_amesdatasetedausingpython
iewsdatasetinsightsofdata,	 iewsdatasetinsightsofdatacp53, add,	 26_varieties_points_iewsdatasetinsightsofdata,	 121_png_doyouknowaboutfootballers
heartdisease,	 heartdiseasecp53,	 delete,	 17_png_heartdisease,	 -
nerationpredictionxgboost,	 nerationpredictionxgboostcp53,	 delete,	 7_text_nerationpredictionxgboost,	 -
analysisvizrecommendation,	 analysisvizrecommendationcp53,	 delete,	 cell_9314,	 -
deogamesalesedawithplotly,	 deogamesalesedawithplotlycp53, add,	 42_text_deogamesalesedawithplotly,	 cell_9903
exploratorydataanalysis,	 exploratorydataanalysiscp53,	 delete,	 19_text_exploratorydataanalysis,	 -
ddatasetsvmclassification,	 ddatasetsvmclassificationcp53, add,	 cell_8348,	 cell_7236
videogamesanalysis,	 videogamesanalysiscp53, add,	 cell_8772,	 43_text_classification9975acrfpca
dfrauddetection95accuracy,	 dfrauddetection95accuracycp53, add,	 cell_8320,	 38_png_nanalysisandvisualization
analysingindianrecipes,	 analysingindianrecipescp53, add,	 cell_7080,	 2_data_indianfood101
predictingthesales,	 predictingthesalescp53, add,	 cell_7433,	 10_DataFrame_solarpowerplantanalysis
rclothesdatavisualization,	 rclothesdatavisualizationcp53, add,	 3_text_rclothesdatavisualization,	 7_train_eofmlclassificationmodels
